iteration; levels; best; avg; dev
0; 1; 10; 0; 0
1; 1; 10; 10; 0
2; 2; 10; 11; 1
3; 3; 9; 10.5; 1
4; 4; 9; 10; 0.666667
5; 5; 9; 9.75; 0.416667
6; 5; 9; 9.66667; 0.377614
7; 5; 8; 9.61; 0.442125
8; 5; 8; 9.54; 0.537242
9; 5; 8; 9.56143; 0.544036
10; 5; 8; 9.565; 0.541554
11; 5; 8; 9.57111; 0.5257
12; 6; 8; 9.58; 0.514211
13; 6; 8; 9.32215; 0.420716
14; 6; 8; 9.40575; 0.479625
15; 7; 8; 9.40914; 0.485048
16; 7; 8; 9.20528; 0.413787
17; 7; 8; 9.27908; 0.471721
18; 7; 8; 9.26825; 0.489418
19; 7; 8; 9.27074; 0.488841
20; 7; 8; 9.22717; 0.50202
21; 7; 8; 9.2291; 0.499198
22; 7; 8; 9.21769; 0.490172
23; 8; 8; 9.21769; 0.488882
24; 8; 8; 9.06151; 0.421231
25; 9; 8; 9.06354; 0.410676
26; 9; 8; 8.94045; 0.36869
27; 9; 8; 8.91932; 0.35501
28; 9; 8; 8.92095; 0.351887
29; 9; 8; 8.92244; 0.350026
30; 9; 8; 8.92244; 0.349819
31; 10; 8; 8.92114; 0.345834
32; 10; 8; 8.82903; 0.310852
33; 10; 8; 8.81836; 0.300701
34; 10; 8; 8.81788; 0.298877
35; 10; 8; 8.81334; 0.29922
36; 10; 8; 8.8145; 0.298059
37; 10; 8; 8.80857; 0.291932
38; 11; 8; 8.80869; 0.288959
39; 11; 8; 8.73535; 0.26045
40; 11; 8; 8.73254; 0.253554
41; 11; 8; 8.73005; 0.255742
42; 11; 8; 8.7305; 0.255477
43; 11; 8; 8.73062; 0.254441
44; 11; 8; 8.73087; 0.252698
45; 12; 8; 8.72856; 0.254135
46; 12; 8; 8.66854; 0.232349
47; 13; 8; 8.66879; 0.229157
48; 13; 8; 8.61531; 0.212622
49; 13; 8; 8.61531; 0.211351
50; 13; 8; 8.61513; 0.210869
51; 13; 8; 8.61573; 0.210208
52; 14; 8; 8.6163; 0.209554
53; 15; 8; 8.56917; 0.20059
54; 15; 8; 8.53168; 0.185679
55; 15; 8; 8.53193; 0.184029
56; 15; 8; 8.53048; 0.184079
57; 15; 8; 8.53092; 0.183615
58; 15; 8; 8.53117; 0.18299
59; 15; 8; 8.53134; 0.182377
60; 15; 8; 8.53149; 0.181445
61; 15; 8; 8.53027; 0.182162
62; 15; 7; 8.52516; 0.190581
63; 15; 7; 8.45801; 0.29757
64; 15; 7; 8.45882; 0.303719
65; 15; 7; 8.45971; 0.303017
66; 15; 7; 8.45836; 0.30063
67; 15; 7; 8.45878; 0.300042
68; 15; 7; 8.45811; 0.299414
69; 15; 7; 8.45839; 0.299154
70; 16; 7; 8.45879; 0.298735
71; 16; 7; 8.33443; 0.317163
72; 16; 7; 8.33043; 0.322844
73; 16; 7; 8.33102; 0.322452
74; 16; 7; 8.31469; 0.327672
75; 16; 7; 8.31492; 0.327816
76; 16; 7; 8.31176; 0.330795
77; 16; 7; 8.31223; 0.330344
78; 16; 7; 8.29903; 0.354692
79; 16; 7; 8.29924; 0.356044
80; 17; 7; 8.2891; 0.358768
81; 17; 7; 8.21256; 0.338269
82; 17; 7; 8.20914; 0.334903
83; 17; 7; 8.23733; 0.363646
84; 17; 7; 8.21812; 0.367078
85; 17; 7; 8.21832; 0.367138
86; 18; 7; 8.21832; 0.367141
87; 19; 7; 8.13099; 0.347471
88; 19; 7; 8.06512; 0.324457
89; 19; 7; 8.06554; 0.322698
90; 19; 7; 8.06477; 0.321475
91; 19; 7; 8.06429; 0.321248
92; 19; 7; 8.0592; 0.320306
93; 19; 7; 8.0576; 0.318702
94; 19; 7; 8.0576; 0.318618
95; 19; 7; 8.0576; 0.318613
96; 19; 7; 8.05707; 0.318913
97; 19; 7; 8.05504; 0.320095
98; 19; 7; 8.0552; 0.320044
99; 19; 7; 8.04959; 0.317667
100; 19; 7; 8.04967; 0.317259
101; 19; 7; 8.04791; 0.316663
102; 19; 7; 8.04597; 0.316108
103; 19; 7; 8.04488; 0.314492
104; 19; 7; 8.04496; 0.314139
105; 19; 7; 8.04504; 0.313683
106; 19; 7; 8.04445; 0.31269
107; 19; 7; 8.0444; 0.311699
108; 19; 7; 8.04156; 0.312841
109; 19; 7; 8.04129; 0.312371
110; 19; 7; 8.04137; 0.31211
111; 19; 7; 8.0397; 0.311285
112; 19; 7; 8.03924; 0.311521
113; 19; 7; 8.03948; 0.311206
114; 19; 7; 8.03952; 0.310844
115; 19; 7; 8.03965; 0.310729
116; 19; 7; 8.03917; 0.310064
117; 19; 7; 8.03429; 0.308474
118; 19; 7; 8.03429; 0.308391
119; 19; 7; 8.0345; 0.308089
120; 20; 7; 8.03458; 0.307856
121; 20; 7; 7.983; 0.292068
122; 20; 7; 7.98259; 0.291536
123; 20; 7; 7.9812; 0.292521
124; 20; 7; 7.9808; 0.292811
125; 21; 7; 7.97778; 0.294369
126; 21; 7; 7.9312; 0.279797
127; 21; 7; 7.93137; 0.278876
128; 21; 7; 7.93134; 0.278479
129; 22; 7; 7.93071; 0.278244
130; 22; 7; 7.88765; 0.264513
131; 22; 7; 7.87813; 0.276321
132; 22; 7; 7.87736; 0.276352
133; 22; 7; 7.8772; 0.275592
134; 22; 7; 7.87603; 0.275109
135; 22; 7; 7.87304; 0.273862
136; 22; 7; 7.87302; 0.273726
137; 22; 7; 7.87284; 0.273167
138; 22; 7; 7.87096; 0.2715
139; 22; 7; 7.87095; 0.271144
140; 22; 7; 7.87101; 0.270985
141; 22; 7; 7.87033; 0.270491
142; 23; 7; 7.87026; 0.269846
143; 23; 7; 7.83095; 0.257494
144; 23; 7; 7.83037; 0.256526
145; 23; 7; 7.83021; 0.256189
146; 23; 7; 7.83008; 0.255728
147; 23; 7; 7.83019; 0.255456
148; 23; 7; 7.83002; 0.254898
149; 23; 7; 7.83009; 0.254813
150; 24; 7; 7.82917; 0.254221
151; 24; 7; 7.79259; 0.243028
152; 24; 7; 7.79209; 0.241944
153; 24; 7; 7.79118; 0.242473
154; 24; 7; 7.78843; 0.244495
155; 24; 7; 7.78843; 0.244371
156; 24; 7; 7.78756; 0.244608
157; 24; 7; 7.78685; 0.24491
158; 24; 7; 7.78655; 0.24482
159; 24; 7; 7.78655; 0.244816
160; 24; 7; 7.78519; 0.244811
161; 24; 7; 7.78508; 0.244394
162; 24; 7; 7.7842; 0.24361
163; 24; 7; 7.78341; 0.243317
164; 24; 7; 7.78127; 0.243994
165; 24; 7; 7.78127; 0.244023
166; 24; 7; 7.77999; 0.243421
167; 24; 7; 7.78001; 0.243232
168; 24; 7; 7.77883; 0.243389
169; 24; 7; 7.77764; 0.242649
170; 24; 7; 7.77723; 0.242091
171; 24; 7; 7.77651; 0.24124
172; 24; 7; 7.77582; 0.24051
173; 24; 7; 7.77582; 0.240479
174; 24; 7; 7.77525; 0.24013
175; 24; 7; 7.77455; 0.239599
176; 24; 7; 7.77431; 0.239745
177; 24; 7; 7.77413; 0.239471
178; 24; 7; 7.77362; 0.238795
179; 24; 7; 7.7734; 0.238466
180; 24; 7; 7.77346; 0.238405
181; 25; 7; 7.77349; 0.238261
182; 25; 7; 7.74049; 0.228774
183; 25; 7; 7.74048; 0.228238
184; 25; 7; 7.74054; 0.228062
185; 25; 7; 7.73974; 0.228107
186; 25; 7; 7.73948; 0.22757
187; 25; 7; 7.73938; 0.227251
188; 25; 7; 7.73938; 0.227238
189; 25; 7; 7.73881; 0.226937
190; 25; 7; 7.73833; 0.226812
191; 25; 7; 7.73789; 0.226161
192; 25; 7; 7.73787; 0.225934
193; 25; 7; 7.73488; 0.226666
194; 25; 7; 7.73488; 0.226695
195; 25; 7; 7.7349; 0.226461
196; 25; 7; 7.73408; 0.225877
197; 25; 7; 7.73407; 0.225815
198; 26; 7; 7.73393; 0.225512
199; 26; 7; 7.70517; 0.217004
200; 26; 7; 7.70518; 0.216627
201; 26; 7; 7.70502; 0.216331
202; 26; 7; 7.70503; 0.216271
203; 26; 7; 7.7049; 0.21589
204; 26; 7; 7.70458; 0.21546
205; 26; 7; 7.70462; 0.215403
206; 26; 7; 7.70464; 0.215254
207; 26; 7; 7.70322; 0.215992
208; 26; 7; 7.70315; 0.215853
209; 26; 7; 7.7032; 0.215727
210; 26; 7; 7.7032; 0.215722
211; 26; 7; 7.70314; 0.215422
212; 26; 7; 7.70296; 0.215509
213; 26; 7; 7.70284; 0.215308
214; 26; 7; 7.70277; 0.214986
215; 26; 7; 7.70248; 0.215007
216; 26; 7; 7.70248; 0.214933
217; 26; 7; 7.70248; 0.21493
218; 26; 7; 7.70253; 0.214892
219; 26; 7; 7.70079; 0.214465
220; 26; 7; 7.70052; 0.214058
221; 26; 7; 7.69997; 0.213647
222; 26; 7; 7.69771; 0.216944
223; 26; 7; 7.6977; 0.21692
224; 26; 7; 7.69777; 0.216829
225; 26; 7; 7.69547; 0.218141
226; 27; 7; 7.69544; 0.21805
227; 27; 7; 7.66969; 0.209765
228; 27; 7; 7.66969; 0.209458
229; 27; 7; 7.6697; 0.209219
230; 27; 7; 7.66954; 0.208966
231; 27; 7; 7.66928; 0.208976
232; 27; 7; 7.66903; 0.208879
233; 27; 7; 7.66753; 0.208739
234; 27; 7; 7.66751; 0.208606
235; 27; 7; 7.66721; 0.208538
236; 27; 7; 7.66603; 0.208595
237; 27; 7; 7.66602; 0.20857
238; 27; 7; 7.66596; 0.208481
239; 27; 7; 7.66596; 0.208313
240; 27; 7; 7.66588; 0.20799
241; 28; 7; 7.66337; 0.214303
242; 28; 7; 7.63973; 0.206813
243; 28; 7; 7.63968; 0.206268
244; 28; 7; 7.6397; 0.206111
245; 28; 7; 7.63965; 0.205958
246; 29; 6; 7.63965; 0.205829
247; 29; 6; 7.54692; 0.276462
248; 29; 6; 7.54695; 0.278794
