iteration; subpops; biggest_subpop; best; avg; dev
0; 1; 2; 34; 34.5; 0.5
1; 1; 2; 34; 34.5; 1
2; 1; 2; 33; 34.5; 2.11803
3; 1; 2; 32; 33.5; 3.61803
4; 2; 4; 32; 33.75; 2.55902
5; 2; 4; 32; 33; 1.27951
6; 2; 4; 32; 33; 0.639754
7; 2; 4; 32; 33; 0.319877
8; 2; 4; 32; 33; 0.159939
9; 2; 4; 32; 33; 0.0799693
10; 2; 4; 32; 33; 0.0399846
11; 2; 4; 32; 33; 0.0199923
12; 2; 4; 32; 33; 0.00999616
13; 2; 4; 31; 33; 0.358551
14; 2; 4; 31; 33; 0.532829
15; 2; 4; 31; 32.75; 0.516415
16; 2; 4; 31; 32.5; 0.258207
17; 2; 4; 31; 32.5; 0.129104
18; 2; 4; 31; 32.5; 0.0645518
19; 2; 4; 31; 32.5; 0.591293
20; 2; 4; 31; 32.5; 0.854663
21; 2; 4; 31; 32.5; 0.986349
22; 2; 4; 31; 32.5; 1.05219
23; 2; 4; 31; 32.5; 1.08511
24; 3; 8; 31; 33.0417; 1.16539
25; 3; 8; 31; 32.7917; 1.09585
26; 3; 8; 31; 32.7917; 1.07267
27; 3; 8; 31; 32.7917; 1.06495
28; 3; 8; 31; 32.7917; 1.06237
29; 3; 8; 31; 32.7917; 1.06151
30; 3; 8; 31; 32.7917; 1.12843
31; 3; 8; 31; 32.7917; 1.15074
32; 3; 8; 31; 32.7917; 1.15818
33; 3; 8; 31; 32.7917; 1.16065
34; 3; 8; 31; 32.7917; 1.16148
35; 3; 8; 31; 32.7083; 1.1515
36; 3; 8; 31; 32.7083; 1.14817
37; 3; 8; 31; 32.7083; 1.14706
38; 3; 8; 31; 32.7083; 1.14669
39; 3; 8; 31; 32.7083; 1.14657
40; 3; 8; 31; 32.7083; 1.14653
41; 3; 8; 31; 32.7083; 1.14651
42; 3; 8; 31; 32.7083; 1.14651
43; 3; 8; 31; 32.7083; 1.14651
44; 3; 8; 31; 32.2917; 1.00717
45; 3; 8; 31; 32.2917; 0.960723
46; 3; 8; 31; 32.2917; 0.945241
47; 3; 8; 31; 32.2917; 0.94008
48; 3; 8; 31; 32.2917; 0.93836
49; 3; 8; 31; 32.2917; 0.937787
50; 3; 8; 31; 32.2917; 0.937596
51; 3; 8; 31; 32.2917; 0.937532
52; 3; 8; 31; 32.2917; 0.937511
53; 3; 8; 31; 32.2917; 0.937504
54; 3; 8; 31; 32.2917; 0.937501
55; 3; 8; 31; 32.2917; 0.9375
56; 3; 8; 31; 32.2917; 0.9375
57; 3; 8; 31; 32.2917; 0.9375
58; 3; 8; 31; 32.2917; 0.9375
59; 3; 8; 31; 32.2917; 0.9375
60; 3; 8; 31; 32.2917; 0.9375
61; 3; 8; 31; 32; 0.763684
62; 3; 8; 31; 32; 0.705746
63; 3; 8; 31; 32; 0.686433
64; 3; 8; 31; 32; 0.679996
65; 3; 8; 31; 32; 0.67785
66; 3; 8; 31; 32; 0.677134
67; 3; 8; 31; 32; 0.676896
68; 3; 8; 31; 32; 0.676816
69; 3; 8; 31; 32; 0.67679
70; 3; 8; 31; 32; 0.676781
71; 3; 8; 31; 32; 0.676778
72; 3; 8; 31; 32; 0.676777
73; 3; 8; 31; 32; 0.676777
74; 3; 8; 31; 32; 0.676777
75; 3; 8; 31; 32; 0.676777
76; 3; 8; 31; 32; 0.676777
77; 3; 8; 31; 32; 0.676777
78; 3; 8; 31; 31.9583; 0.709157
79; 3; 8; 31; 31.9583; 0.71995
80; 3; 8; 31; 31.9583; 0.723548
81; 3; 8; 31; 31.9583; 0.724747
82; 3; 8; 31; 31.9583; 0.725147
83; 3; 8; 31; 31.9583; 0.72528
84; 3; 8; 31; 31.9583; 0.725325
85; 3; 8; 31; 31.9583; 0.72534
86; 3; 8; 31; 31.9583; 0.725344
87; 3; 8; 31; 31.9583; 0.725346
88; 3; 8; 31; 31.9583; 0.725347
89; 3; 8; 31; 31.9583; 0.725347
90; 3; 8; 31; 31.9583; 0.725347
91; 3; 8; 31; 31.9583; 0.725347
92; 3; 8; 31; 31.9583; 0.725347
93; 3; 8; 31; 31.9583; 0.725347
94; 3; 8; 31; 31.9583; 0.725347
95; 4; 16; 31; 32.4688; 0.85651
96; 4; 16; 31; 32.4688; 0.889301
97; 4; 16; 31; 32.4688; 0.897499
98; 4; 16; 31; 32.4688; 0.899548
99; 4; 16; 31; 32.4688; 0.900061
100; 4; 16; 31; 32.4688; 0.900189
101; 4; 16; 31; 32.4688; 0.900221
102; 4; 16; 31; 32.4688; 0.900229
103; 4; 16; 31; 32.4688; 0.900231
104; 4; 16; 31; 32.4688; 0.900231
105; 4; 16; 31; 32.4688; 0.900231
106; 4; 16; 31; 32.4688; 0.900231
107; 4; 16; 31; 32.4688; 0.900231
108; 4; 16; 31; 32.4688; 0.900231
109; 4; 16; 31; 32.4688; 0.900231
110; 4; 16; 31; 32.4688; 0.900231
111; 4; 16; 31; 32.4688; 0.900231
112; 4; 16; 31; 32.4688; 0.900231
113; 4; 16; 31; 32.4688; 0.900231
114; 4; 16; 31; 32.4688; 0.900231
115; 4; 16; 31; 32.4688; 0.900231
116; 4; 16; 31; 32.4688; 0.900231
117; 4; 16; 31; 32.4688; 0.900231
118; 4; 16; 31; 32.4688; 0.900231
119; 4; 16; 31; 32.4688; 0.900231
120; 4; 16; 31; 32.4688; 0.900231
121; 4; 16; 31; 32.4688; 0.900231
122; 4; 16; 31; 32.4688; 0.900231
123; 4; 16; 31; 32.4688; 0.900231
124; 4; 16; 31; 32.4688; 0.900231
125; 4; 16; 31; 32.4688; 0.900231
126; 4; 16; 31; 32.4688; 0.900231
127; 4; 16; 31; 32.4688; 0.900231
128; 4; 16; 31; 32.4688; 0.900231
129; 4; 16; 31; 32.4688; 0.900231
130; 4; 16; 31; 32.4688; 0.900231
131; 4; 16; 31; 32.4688; 0.900231
132; 4; 16; 31; 32.4688; 0.900231
133; 4; 16; 31; 32.4688; 0.900231
134; 4; 16; 31; 32.4688; 0.900231
135; 4; 16; 31; 32.4688; 0.900231
136; 4; 16; 31; 32.4688; 0.900231
137; 4; 16; 31; 32.4688; 0.900231
138; 4; 16; 31; 32.4688; 0.900231
139; 4; 16; 31; 32.4688; 0.900231
140; 4; 16; 31; 32.4688; 0.900231
141; 4; 16; 31; 32.4688; 0.900231
142; 4; 16; 31; 32.4688; 0.900231
143; 4; 16; 31; 32.4688; 0.900231
144; 4; 16; 31; 32.4688; 0.900231
145; 4; 16; 31; 32.4688; 0.900231
146; 4; 16; 31; 32.4688; 0.900231
147; 4; 16; 31; 32.4688; 0.900231
148; 4; 16; 31; 32.4688; 0.900231
149; 4; 16; 31; 32.4688; 0.900231
150; 4; 16; 31; 32.4688; 0.900231
151; 4; 16; 31; 32.4688; 0.900231
152; 4; 16; 31; 32.4688; 0.900231
153; 4; 16; 31; 32.4688; 0.900231
154; 4; 16; 31; 32.4688; 0.900231
155; 4; 16; 31; 32.4688; 0.900231
156; 4; 16; 31; 32.4688; 0.900231
157; 4; 16; 31; 32.4688; 0.900231
158; 4; 16; 31; 32.4688; 0.900231
159; 4; 16; 31; 32.4688; 0.900231
160; 4; 16; 31; 32.1719; 0.790856
161; 4; 16; 31; 32.1719; 0.763513
162; 4; 16; 31; 32.1719; 0.756677
163; 4; 16; 31; 32.1719; 0.754968
164; 4; 16; 31; 32.1719; 0.75454
165; 4; 16; 31; 32.1719; 0.754434
166; 4; 16; 31; 32.1719; 0.754407
167; 4; 16; 31; 32.1719; 0.7544
168; 4; 16; 31; 32.1719; 0.754399
169; 4; 16; 31; 32.1719; 0.754398
170; 4; 16; 31; 32.1719; 0.754398
171; 4; 16; 31; 32.1719; 0.754398
172; 4; 16; 31; 32.1719; 0.754398
173; 4; 16; 31; 32.1719; 0.754398
174; 4; 16; 31; 32.1719; 0.754398
175; 4; 16; 31; 32.1719; 0.754398
176; 4; 16; 31; 32.1719; 0.754398
177; 4; 16; 31; 32.1719; 0.754398
178; 4; 16; 31; 32.1719; 0.754398
179; 4; 16; 31; 32.1719; 0.754398
180; 4; 16; 31; 32.1719; 0.754398
181; 4; 16; 31; 32.1719; 0.754398
182; 4; 16; 31; 32.1719; 0.754398
183; 4; 16; 31; 32.1719; 0.754398
184; 4; 16; 31; 32.1719; 0.754398
185; 4; 16; 31; 32.1719; 0.754398
186; 4; 16; 31; 32.1719; 0.754398
187; 4; 16; 31; 32.1719; 0.754398
188; 4; 16; 31; 32.1719; 0.754398
189; 4; 16; 31; 32.1719; 0.754398
190; 4; 16; 31; 32.1719; 0.754398
191; 4; 16; 31; 32.1719; 0.754398
192; 4; 16; 31; 32.1719; 0.754398
193; 4; 16; 31; 32.1719; 0.754398
194; 4; 16; 31; 32.1719; 0.754398
195; 4; 16; 31; 32.1719; 0.754398
196; 4; 16; 31; 32.1719; 0.754398
197; 4; 16; 31; 32.1719; 0.754398
198; 4; 16; 31; 32.1719; 0.754398
199; 4; 16; 31; 32.1719; 0.754398
200; 4; 16; 31; 32.1719; 0.754398
201; 4; 16; 31; 32.1719; 0.754398
202; 4; 16; 31; 32.1719; 0.754398
203; 4; 16; 31; 32.1719; 0.754398
204; 4; 16; 31; 32.1719; 0.754398
205; 4; 16; 31; 32.1719; 0.754398
206; 4; 16; 31; 32.1719; 0.754398
207; 4; 16; 31; 32.1719; 0.754398
208; 4; 16; 31; 32.1719; 0.754398
209; 4; 16; 31; 32.1719; 0.754398
210; 4; 16; 31; 32.1719; 0.754398
211; 4; 16; 31; 32.1719; 0.754398
212; 4; 16; 31; 32.1719; 0.754398
213; 4; 16; 31; 32.1719; 0.754398
214; 4; 16; 31; 32.1719; 0.754398
215; 4; 16; 31; 32.1719; 0.754398
216; 4; 16; 31; 32.1719; 0.754398
217; 4; 16; 31; 32.1719; 0.754398
218; 4; 16; 31; 32.1719; 0.754398
219; 4; 16; 31; 32.1719; 0.754398
220; 4; 16; 31; 32.1719; 0.754398
221; 4; 16; 31; 32.1719; 0.754398
222; 4; 16; 31; 32.1719; 0.754398
223; 4; 16; 31; 32.1719; 0.754398
224; 4; 16; 31; 32.1719; 0.754398
225; 4; 16; 31; 31.9688; 0.659526
226; 4; 16; 31; 31.9688; 0.635808
227; 4; 16; 31; 31.9688; 0.629879
228; 4; 16; 31; 31.9688; 0.628396
229; 4; 16; 31; 31.9688; 0.628026
230; 4; 16; 31; 31.9688; 0.627933
231; 4; 16; 31; 31.9688; 0.62791
232; 4; 16; 31; 31.9688; 0.627904
233; 4; 16; 31; 31.9688; 0.627903
234; 4; 16; 31; 31.9688; 0.627902
235; 4; 16; 31; 31.9688; 0.627902
236; 4; 16; 31; 31.9688; 0.627902
237; 4; 16; 31; 31.9688; 0.627902
238; 4; 16; 31; 31.9688; 0.627902
239; 4; 16; 31; 31.9688; 0.627902
240; 4; 16; 31; 31.9688; 0.627902
241; 4; 16; 31; 31.9688; 0.627902
242; 4; 16; 31; 31.9688; 0.627902
243; 4; 16; 31; 31.9688; 0.627902
244; 4; 16; 31; 31.9688; 0.627902
245; 4; 16; 31; 31.9688; 0.627902
246; 4; 16; 31; 31.9688; 0.627902
247; 4; 16; 31; 31.9688; 0.627902
248; 4; 16; 31; 31.9688; 0.627902
249; 4; 16; 31; 31.9688; 0.627902
250; 4; 16; 31; 31.9688; 0.627902
251; 4; 16; 31; 31.9688; 0.627902
252; 4; 16; 31; 31.9688; 0.627902
253; 4; 16; 31; 31.9688; 0.627902
254; 4; 16; 31; 31.9688; 0.627902
255; 4; 16; 31; 31.9688; 0.627902
256; 4; 16; 31; 31.9688; 0.627902
257; 4; 16; 31; 31.9688; 0.627902
258; 4; 16; 31; 31.9688; 0.627902
259; 4; 16; 31; 31.9688; 0.627902
260; 4; 16; 31; 31.9688; 0.627902
261; 4; 16; 31; 31.9688; 0.627902
262; 4; 16; 31; 31.9688; 0.627902
263; 4; 16; 31; 31.9688; 0.627902
264; 4; 16; 31; 31.9688; 0.627902
265; 4; 16; 31; 31.9688; 0.627902
266; 4; 16; 31; 31.9688; 0.627902
267; 4; 16; 31; 31.9688; 0.627902
268; 4; 16; 31; 31.9688; 0.627902
269; 4; 16; 31; 31.9688; 0.627902
270; 4; 16; 31; 31.9688; 0.627902
271; 4; 16; 31; 31.9688; 0.627902
272; 4; 16; 31; 31.9688; 0.627902
273; 4; 16; 31; 31.9688; 0.627902
274; 4; 16; 31; 31.9688; 0.627902
275; 4; 16; 31; 31.9688; 0.627902
276; 4; 16; 31; 31.9688; 0.627902
277; 4; 16; 31; 31.9688; 0.627902
278; 4; 16; 31; 31.9688; 0.627902
279; 4; 16; 31; 31.9688; 0.627902
280; 4; 16; 31; 31.9688; 0.627902
281; 4; 16; 31; 31.9688; 0.627902
282; 4; 16; 31; 31.9688; 0.627902
283; 4; 16; 31; 31.9688; 0.627902
284; 4; 16; 31; 31.9688; 0.627902
285; 4; 16; 31; 31.9688; 0.627902
286; 4; 16; 31; 31.9688; 0.627902
287; 4; 16; 31; 31.9688; 0.627902
288; 4; 16; 31; 31.9688; 0.627902
289; 4; 16; 31; 31.9688; 0.627902
290; 4; 16; 31; 31.9219; 0.690098
291; 4; 16; 31; 31.9219; 0.705647
292; 4; 16; 31; 31.9219; 0.709534
293; 4; 16; 31; 31.9219; 0.710506
294; 4; 16; 31; 31.9219; 0.710748
295; 4; 16; 31; 31.9219; 0.710809
296; 4; 16; 31; 31.9219; 0.710824
297; 4; 16; 31; 31.9219; 0.710828
298; 4; 16; 31; 31.9219; 0.710829
299; 4; 16; 31; 31.9219; 0.710829
300; 4; 16; 31; 31.9219; 0.710829
301; 4; 16; 31; 31.9219; 0.710829
302; 4; 16; 31; 31.9219; 0.710829
303; 4; 16; 31; 31.9219; 0.710829
304; 4; 16; 31; 31.9219; 0.710829
305; 4; 16; 31; 31.9219; 0.710829
306; 4; 16; 31; 31.9219; 0.710829
307; 4; 16; 31; 31.9219; 0.710829
308; 4; 16; 31; 31.9219; 0.710829
309; 4; 16; 31; 31.9219; 0.710829
310; 4; 16; 31; 31.9219; 0.710829
311; 4; 16; 31; 31.9219; 0.710829
312; 4; 16; 31; 31.9219; 0.710829
313; 4; 16; 31; 31.9219; 0.710829
314; 4; 16; 31; 31.9219; 0.710829
315; 4; 16; 31; 31.9219; 0.710829
316; 4; 16; 31; 31.9219; 0.710829
317; 4; 16; 31; 31.9219; 0.710829
318; 4; 16; 31; 31.9219; 0.710829
319; 4; 16; 31; 31.9219; 0.710829
320; 4; 16; 31; 31.9219; 0.710829
321; 4; 16; 31; 31.9219; 0.710829
322; 4; 16; 31; 31.9219; 0.710829
323; 4; 16; 31; 31.9219; 0.710829
324; 4; 16; 31; 31.9219; 0.710829
325; 4; 16; 31; 31.9219; 0.710829
326; 4; 16; 31; 31.9219; 0.710829
327; 4; 16; 31; 31.9219; 0.710829
328; 4; 16; 31; 31.9219; 0.710829
329; 4; 16; 31; 31.9219; 0.710829
330; 4; 16; 31; 31.9219; 0.710829
331; 4; 16; 31; 31.9219; 0.710829
332; 4; 16; 31; 31.9219; 0.710829
333; 4; 16; 31; 31.9219; 0.710829
334; 4; 16; 31; 31.9219; 0.710829
335; 4; 16; 31; 31.9219; 0.710829
336; 4; 16; 31; 31.9219; 0.710829
337; 4; 16; 31; 31.9219; 0.710829
338; 4; 16; 31; 31.9219; 0.710829
339; 4; 16; 31; 31.9219; 0.710829
340; 4; 16; 31; 31.9219; 0.710829
341; 4; 16; 31; 31.9219; 0.710829
342; 4; 16; 31; 31.9219; 0.710829
343; 4; 16; 31; 31.9219; 0.710829
344; 4; 16; 31; 31.9219; 0.710829
345; 4; 16; 31; 31.9219; 0.710829
346; 4; 16; 31; 31.9219; 0.710829
347; 4; 16; 31; 31.9219; 0.710829
348; 4; 16; 31; 31.9219; 0.710829
349; 4; 16; 31; 31.9219; 0.710829
350; 4; 16; 31; 31.9219; 0.710829
351; 4; 16; 31; 31.9219; 0.710829
352; 4; 16; 31; 31.9219; 0.710829
353; 4; 16; 31; 31.9219; 0.710829
354; 4; 16; 31; 31.9219; 0.710829
355; 5; 32; 31; 32.35; 0.831461
356; 5; 32; 31; 32.25; 0.811931
357; 5; 32; 31; 32.25; 0.808025
358; 5; 32; 31; 32.25; 0.807244
