iteration; subpops; biggest_subpop; best; avg; dev
0; 1; 2; 15; 15.5; 0.5
1; 1; 2; 15; 15.5; 1
2; 1; 2; 15; 15.5; 1.5
3; 1; 2; 15; 15.5; 2
4; 2; 4; 14; 15.75; 1.75
5; 2; 4; 14; 15.75; 1.625
6; 2; 4; 14; 15.75; 1.5625
7; 2; 4; 14; 15.75; 1.53125
8; 2; 4; 14; 15.75; 1.51562
9; 2; 4; 14; 15.5; 1.44083
10; 2; 4; 14; 15.25; 1.15343
11; 2; 4; 14; 15.25; 1.00973
12; 2; 4; 14; 15.25; 0.937875
13; 2; 4; 14; 15.25; 0.90195
14; 2; 4; 14; 15.25; 0.883988
15; 2; 4; 14; 15.25; 0.875007
16; 2; 4; 14; 15.25; 0.870516
17; 2; 4; 14; 15.25; 0.868271
18; 2; 4; 14; 15.25; 0.867148
19; 2; 4; 13; 15.25; 1.33496
20; 2; 4; 13; 15.25; 1.56887
21; 2; 4; 13; 15.25; 1.68582
22; 2; 4; 13; 15.25; 1.7443
23; 2; 4; 13; 15.25; 1.77354
24; 3; 8; 13; 15.4583; 1.48377
25; 3; 8; 13; 14.875; 1.03626
26; 3; 8; 13; 14.625; 0.637086
27; 3; 8; 13; 14.625; 0.504029
28; 3; 8; 13; 14.625; 0.459676
29; 3; 8; 13; 14.3333; 0.153225
30; 3; 8; 13; 14.3333; 0.0510751
31; 3; 8; 13; 14.3333; 0.017025
32; 4; 16; 13; 14.6719; 0.426131
33; 4; 16; 13; 14.25; 0.169033
34; 4; 16; 13; 14.2344; 0.232986
35; 4; 16; 12; 14.1562; 0.255889
36; 5; 32; 12; 14.4812; 0.472015
37; 5; 32; 12; 14.4688; 0.54711
38; 5; 32; 12; 14.4187; 0.563766
39; 5; 32; 12; 14.3938; 0.612976
40; 5; 32; 12; 14.1562; 0.385318
41; 5; 32; 12; 13.9812; 0.267766
42; 5; 32; 12; 13.7937; 0.0883516
43; 5; 32; 12; 13.7937; 0.0524689
44; 6; 64; 12; 14.125; 0.217412
45; 6; 64; 12; 14.125; 0.319418
46; 6; 64; 12; 14.0729; 0.381411
47; 6; 64; 12; 14.0365; 0.466407
48; 6; 64; 12; 13.849; 0.309486
49; 6; 64; 12; 13.7682; 0.345207
50; 6; 64; 12; 13.7161; 0.32854
51; 6; 64; 11; 13.7109; 0.336978
52; 6; 64; 11; 13.7057; 0.37635
53; 6; 64; 11; 13.6745; 0.423946
54; 6; 64; 11; 13.6172; 0.477987
55; 6; 64; 11; 13.5078; 0.382941
56; 6; 64; 11; 13.4922; 0.351475
57; 6; 64; 11; 13.4922; 0.346231
58; 6; 64; 11; 13.4922; 0.345356
59; 6; 64; 11; 13.4583; 0.515893
60; 6; 64; 11; 13.4583; 0.544315
61; 6; 64; 11; 13.4583; 0.549053
62; 6; 64; 11; 13.4583; 0.549842
63; 7; 128; 11; 13.8058; 0.532739
64; 7; 128; 11; 13.8013; 0.698526
65; 7; 128; 11; 13.6071; 0.630967
66; 7; 128; 11; 13.5926; 0.68578
67; 8; 256; 11; 13.8682; 0.731059
68; 8; 256; 11; 13.6914; 0.591965
69; 8; 256; 11; 13.6846; 0.638556
70; 8; 256; 11; 13.6094; 0.610098
71; 8; 256; 11; 13.6084; 0.661224
72; 8; 256; 11; 13.5532; 0.714229
73; 8; 256; 11; 13.5054; 0.720981
74; 8; 256; 11; 13.3882; 0.615686
75; 8; 256; 10; 13.3872; 0.613421
76; 8; 256; 10; 13.3843; 0.621702
77; 8; 256; 10; 13.2139; 0.492999
78; 8; 256; 10; 13.21; 0.519898
79; 8; 256; 10; 13.1689; 0.525936
80; 8; 256; 10; 13.0928; 0.466144
81; 8; 256; 9; 13.0908; 0.475727
82; 8; 256; 9; 13.0781; 0.550975
83; 8; 256; 9; 13.0713; 0.610107
84; 8; 256; 9; 13.0176; 0.59759
85; 8; 256; 9; 12.9551; 0.544574
86; 8; 256; 8; 12.9541; 0.542432
87; 9; 512; 8; 13.2717; 0.566085
88; 9; 512; 8; 13.1706; 0.515559
89; 9; 512; 8; 13.1697; 0.515549
90; 9; 512; 8; 13.168; 0.538804
91; 9; 512; 8; 13.1541; 0.572255
92; 9; 512; 8; 13.1046; 0.546709
93; 9; 512; 8; 13.0842; 0.584676
94; 9; 512; 8; 13.0399; 0.544624
95; 9; 512; 8; 13.0399; 0.540174
96; 9; 512; 8; 13.0399; 0.539679
97; 9; 512; 8; 13.0399; 0.539624
98; 9; 512; 8; 12.9505; 0.512829
99; 9; 512; 8; 12.9149; 0.522104
100; 9; 512; 8; 12.8893; 0.534568
101; 9; 512; 8; 12.8142; 0.48991
102; 9; 512; 8; 12.8077; 0.499505
103; 9; 512; 8; 12.8043; 0.543195
104; 9; 512; 8; 12.7778; 0.628166
105; 9; 512; 8; 12.7719; 0.779122
106; 9; 512; 8; 12.6309; 0.673505
107; 9; 512; 8; 12.5866; 0.617499
108; 9; 512; 8; 12.5866; 0.611276
109; 9; 512; 8; 12.5866; 0.610585
110; 9; 512; 8; 12.4013; 0.536187
111; 9; 512; 8; 12.4013; 0.527921
112; 9; 512; 8; 12.4013; 0.527002
113; 9; 512; 8; 12.4013; 0.5269
114; 9; 512; 8; 12.4013; 0.526889
115; 10; 1024; 8; 12.7444; 0.522655
116; 10; 1024; 8; 12.731; 0.529448
117; 10; 1024; 8; 12.731; 0.530128
118; 10; 1024; 8; 12.731; 0.530196
119; 10; 1024; 8; 12.731; 0.530202
120; 10; 1024; 8; 12.731; 0.530203
121; 10; 1024; 8; 12.7257; 0.623366
122; 10; 1024; 8; 12.7257; 0.632682
123; 10; 1024; 8; 12.7257; 0.633614
124; 10; 1024; 8; 12.7257; 0.644532
125; 10; 1024; 8; 12.7245; 0.657938
126; 10; 1024; 8; 12.6153; 0.571106
127; 10; 1024; 8; 12.611; 0.611005
128; 10; 1024; 8; 12.5591; 0.587517
129; 10; 1024; 7; 12.5157; 0.560549
130; 10; 1024; 7; 12.5126; 0.578224
131; 10; 1024; 7; 12.354; 0.44539
132; 10; 1024; 7; 12.3407; 0.459569
133; 10; 1024; 7; 12.2931; 0.428684
134; 10; 1024; 7; 12.2579; 0.390439
135; 10; 1024; 7; 12.2579; 0.386615
136; 10; 1024; 7; 12.2564; 0.38621
137; 10; 1024; 7; 12.251; 0.42479
138; 10; 1024; 7; 12.251; 0.428648
139; 10; 1024; 7; 12.251; 0.429034
140; 10; 1024; 7; 12.251; 0.429073
141; 10; 1024; 7; 12.251; 0.429076
142; 10; 1024; 7; 12.2131; 0.426167
143; 10; 1024; 7; 12.208; 0.465033
144; 10; 1024; 7; 12.1771; 0.49025
145; 10; 1024; 7; 12.1771; 0.506191
146; 10; 1024; 7; 12.0568; 0.387473
147; 10; 1024; 7; 12.0568; 0.380021
148; 10; 1024; 7; 12.0566; 0.387333
149; 10; 1024; 7; 12.0553; 0.408465
150; 10; 1024; 7; 12.0517; 0.413124
151; 10; 1024; 7; 12.0421; 0.453418
152; 10; 1024; 7; 11.9868; 0.418336
153; 10; 1024; 7; 11.9532; 0.381234
154; 10; 1024; 7; 11.9532; 0.377524
155; 11; 2048; 7; 12.3037; 0.38463
156; 11; 2048; 7; 12.3034; 0.419196
157; 11; 2048; 7; 12.3034; 0.422338
158; 11; 2048; 7; 12.3034; 0.426642
