iteration; subpops; biggest_subpop; best; avg; dev
0; 1; 2; 8; 8; 0
1; 1; 2; 7; 8; 0.707107
2; 1; 2; 7; 7.5; 1.20711
3; 1; 2; 7; 7.5; 1.70711
4; 2; 4; 7; 7.75; 1.35355
5; 2; 4; 7; 7.75; 1.17678
6; 2; 4; 7; 7.75; 1.08839
7; 2; 4; 7; 7.75; 1.04419
8; 2; 4; 7; 7.75; 1.0221
9; 2; 4; 7; 7.625; 1.04056
10; 2; 4; 7; 7.625; 1.04979
11; 2; 4; 7; 7.625; 1.0544
12; 2; 4; 7; 7.625; 1.05671
13; 2; 4; 7; 7.625; 1.05786
14; 2; 4; 7; 7.5; 1.02893
15; 2; 4; 7; 7.25; 0.764466
16; 2; 4; 6; 7.25; 0.985786
17; 2; 4; 6; 7; 0.992893
18; 2; 4; 6; 7; 0.996447
19; 2; 4; 6; 6.875; 0.96473
20; 2; 4; 6; 6.875; 0.948871
21; 2; 4; 6; 6.875; 0.940942
22; 2; 4; 6; 6.875; 0.936977
23; 2; 4; 6; 6.875; 0.934995
24; 3; 8; 6; 7.29167; 0.760862
25; 3; 8; 6; 7.29167; 0.702818
26; 3; 8; 6; 7.29167; 0.683469
27; 3; 8; 6; 7.29167; 0.67702
28; 3; 8; 6; 7.29167; 0.67487
29; 3; 8; 6; 7.29167; 0.674154
30; 3; 8; 6; 7.29167; 0.673915
31; 3; 8; 6; 7.29167; 0.673835
32; 3; 8; 6; 7.29167; 0.673809
33; 3; 8; 6; 7.29167; 0.6738
34; 3; 8; 6; 7.29167; 0.673797
35; 3; 8; 6; 7.29167; 0.673796
36; 3; 8; 6; 7.29167; 0.673796
37; 3; 8; 6; 7.29167; 0.673795
38; 3; 8; 6; 7.29167; 0.673795
39; 3; 8; 6; 7.29167; 0.673795
40; 3; 8; 6; 7.29167; 0.673795
41; 3; 8; 6; 7.29167; 0.673795
42; 3; 8; 6; 7.29167; 0.673795
43; 3; 8; 6; 7.20833; 0.645842
44; 3; 8; 6; 7.20833; 0.636525
45; 3; 8; 6; 7.20833; 0.633419
46; 3; 8; 6; 7.20833; 0.632383
47; 3; 8; 6; 7.20833; 0.632038
48; 3; 8; 6; 7.20833; 0.631923
49; 3; 8; 6; 7.20833; 0.631885
50; 3; 8; 6; 7.20833; 0.631872
51; 3; 8; 6; 7.20833; 0.631868
52; 3; 8; 6; 7.20833; 0.631867
53; 3; 8; 6; 7.20833; 0.631866
54; 3; 8; 6; 7.20833; 0.631866
55; 3; 8; 6; 7.20833; 0.631866
56; 3; 8; 6; 7.20833; 0.631866
57; 3; 8; 6; 7.20833; 0.631866
58; 3; 8; 6; 7.20833; 0.631866
