iteration; subpops; biggest_subpop; best; avg; dev
0; 1; 2; 25; 25.5; 0.5
1; 2; 4; 25; 26.125; 1.70546
2; 2; 4; 23; 25; 1.53574
3; 2; 4; 23; 25; 1.45088
4; 2; 4; 23; 25; 2.00622
5; 3; 8; 22; 25.375; 3.09105
6; 3; 8; 22; 24.7083; 2.93214
7; 3; 8; 22; 24.625; 2.85685
8; 3; 8; 22; 24.625; 2.77074
9; 3; 8; 22; 24.5417; 2.65871
10; 3; 8; 19; 23; 2.0667
11; 3; 8; 16; 22.0417; 1.55898
12; 3; 8; 15; 21.4167; 1.04957
13; 4; 16; 15; 22.6719; 2.04764
14; 4; 16; 15; 22.4219; 2.25007
15; 4; 16; 14; 22.2344; 2.20033
16; 4; 16; 14; 22.1719; 2.21599
17; 4; 16; 14; 22.0781; 2.17948
18; 4; 16; 14; 20.7188; 1.84688
19; 4; 16; 14; 20.6875; 1.73945
20; 4; 16; 14; 20.6562; 1.70688
21; 4; 16; 14; 20.6562; 1.7449
22; 4; 16; 13; 20.625; 1.71395
23; 4; 16; 13; 19.5938; 1.08602
24; 4; 16; 13; 19.5625; 0.923331
25; 4; 16; 13; 19.5625; 0.882658
26; 4; 16; 13; 19.5625; 0.87249
27; 4; 16; 13; 19.5625; 0.899942
28; 4; 16; 13; 19.1719; 0.690698
29; 5; 32; 13; 20.6812; 1.81558
30; 5; 32; 13; 20.5437; 1.9671
31; 5; 32; 13; 20.4937; 2.003
32; 5; 32; 13; 20.4688; 2.00742
33; 5; 32; 13; 20.4187; 1.9965
34; 5; 32; 13; 19.1375; 1.37569
35; 5; 32; 13; 19.1125; 1.24166
36; 5; 32; 13; 19.0875; 1.21826
37; 5; 32; 13; 19.075; 1.21767
38; 5; 32; 13; 19.0625; 1.21675
39; 5; 32; 13; 18.3938; 0.856093
40; 5; 32; 13; 18.3938; 0.787138
41; 5; 32; 13; 18.3813; 0.772562
42; 5; 32; 13; 18.3813; 0.769647
43; 5; 32; 13; 18.3813; 0.770627
44; 5; 32; 13; 18.075; 0.584797
45; 5; 32; 13; 18.0625; 0.546852
46; 5; 32; 13; 18.025; 0.521231
47; 5; 32; 13; 18; 0.512202
48; 5; 32; 13; 18; 0.499648
49; 6; 64; 13; 19.4062; 1.37094
50; 6; 64; 13; 19.3125; 1.50994
51; 6; 64; 13; 19.3021; 1.53213
52; 6; 64; 13; 19.3021; 1.53582
53; 6; 64; 13; 19.3021; 1.53644
54; 6; 64; 13; 19.3021; 1.53654
55; 6; 64; 13; 19.2292; 1.50216
56; 6; 64; 13; 19.2292; 1.48297
57; 6; 64; 13; 19.2188; 1.47845
58; 6; 64; 13; 19.2188; 1.4777
59; 6; 64; 13; 19.2188; 1.47757
60; 6; 64; 13; 19.1667; 1.46422
61; 6; 64; 13; 19.1667; 1.46199
62; 6; 64; 13; 19.1667; 1.46162
63; 6; 64; 13; 19.1667; 1.46156
64; 6; 64; 13; 19.1667; 1.46155
65; 6; 64; 13; 19.1458; 1.44071
66; 6; 64; 13; 19.1458; 1.43724
67; 6; 64; 13; 19.1458; 1.43666
68; 6; 64; 13; 19.1458; 1.45606
69; 6; 64; 12; 19.1354; 1.44112
70; 6; 64; 12; 18.1953; 0.940354
71; 6; 64; 12; 18.1849; 0.871322
72; 6; 64; 12; 18.1745; 0.874245
73; 6; 64; 12; 18.1641; 0.873757
74; 6; 64; 12; 18.1641; 0.873676
75; 6; 64; 12; 18.1641; 0.873662
76; 6; 64; 12; 18.1536; 0.899585
77; 6; 64; 12; 18.1536; 0.903906
78; 6; 64; 12; 18.1536; 0.904626
79; 6; 64; 12; 18.1536; 0.904746
80; 6; 64; 12; 18.1536; 0.904766
81; 6; 64; 12; 18.138; 0.911901
82; 6; 64; 12; 18.138; 0.91309
83; 6; 64; 12; 18.138; 0.913288
84; 6; 64; 12; 18.138; 0.913321
85; 6; 64; 12; 18.138; 0.913326
86; 6; 64; 12; 18.1224; 0.929378
87; 6; 64; 12; 18.1224; 0.932053
88; 6; 64; 12; 18.1224; 0.932499
89; 6; 64; 12; 18.1224; 0.932574
90; 6; 64; 12; 18.1224; 0.932586
91; 6; 64; 12; 17.6849; 0.805588
92; 6; 64; 12; 17.6589; 0.781413
93; 6; 64; 12; 17.6589; 0.777384
94; 6; 64; 12; 17.6589; 0.776712
95; 6; 64; 12; 17.6589; 0.7766
96; 6; 64; 12; 17.6589; 0.776582
97; 6; 64; 12; 17.6536; 0.784623
98; 6; 64; 12; 17.6536; 0.785964
99; 6; 64; 12; 17.6536; 0.786187
100; 6; 64; 12; 17.6536; 0.786224
101; 6; 64; 12; 17.6536; 0.786231
102; 6; 64; 12; 17.638; 0.789982
103; 6; 64; 12; 17.638; 0.790607
104; 6; 64; 12; 17.638; 0.790711
105; 6; 64; 12; 17.638; 0.790729
106; 6; 64; 12; 17.638; 0.790732
107; 6; 64; 12; 17.6172; 0.791444
108; 6; 64; 12; 17.6172; 0.791562
109; 6; 64; 12; 17.6172; 0.791582
110; 6; 64; 12; 17.6172; 0.791585
111; 6; 64; 12; 17.6172; 0.791586
112; 6; 64; 12; 17.3073; 0.639265
113; 6; 64; 12; 17.2917; 0.612809
114; 6; 64; 12; 17.2917; 0.6084
115; 6; 64; 12; 17.2917; 0.607665
116; 6; 64; 12; 17.2917; 0.607542
117; 6; 64; 12; 17.2917; 0.607522
118; 6; 64; 12; 17.2917; 0.600116
119; 6; 64; 12; 17.2917; 0.598881
120; 6; 64; 12; 17.2917; 0.598676
121; 6; 64; 12; 17.2917; 0.598641
122; 6; 64; 12; 17.2917; 0.598636
123; 6; 64; 12; 17.276; 0.597479
124; 6; 64; 12; 17.276; 0.597287
125; 6; 64; 12; 17.276; 0.597254
126; 6; 64; 12; 17.276; 0.597249
127; 6; 64; 12; 17.276; 0.597248
128; 6; 64; 12; 17.276; 0.593836
129; 6; 64; 12; 17.276; 0.593268
130; 6; 64; 12; 17.276; 0.593173
131; 6; 64; 12; 17.276; 0.593157
132; 6; 64; 12; 17.276; 0.593155
133; 7; 128; 12; 18.5893; 1.36657
134; 7; 128; 12; 18.471; 1.4855
135; 7; 128; 11; 18.4665; 1.50728
136; 7; 128; 11; 18.4665; 1.51039
137; 7; 128; 11; 18.4665; 1.51084
138; 7; 128; 11; 18.4665; 1.5109
139; 7; 128; 11; 18.4665; 1.51091
140; 7; 128; 11; 18.4531; 1.50993
141; 7; 128; 11; 18.4531; 1.50979
142; 7; 128; 11; 18.4531; 1.50977
143; 7; 128; 11; 18.4531; 1.50977
144; 7; 128; 11; 18.4531; 1.50977
145; 7; 128; 11; 18.4531; 1.50977
146; 7; 128; 11; 18.4531; 1.50977
147; 7; 128; 11; 18.4531; 1.50977
148; 7; 128; 11; 18.4531; 1.50977
149; 7; 128; 11; 18.4531; 1.50977
150; 7; 128; 11; 18.4531; 1.50596
151; 7; 128; 11; 18.4531; 1.50542
152; 7; 128; 11; 18.4531; 1.50534
153; 7; 128; 11; 18.4531; 1.50533
154; 7; 128; 11; 18.4531; 1.50533
155; 7; 128; 11; 18.3281; 1.44792
156; 7; 128; 11; 18.3237; 1.43961
157; 7; 128; 11; 18.3237; 1.43842
158; 7; 128; 11; 18.3237; 1.43825
159; 7; 128; 11; 18.3237; 1.43823
160; 7; 128; 11; 18.3237; 1.46674
161; 7; 128; 11; 18.3237; 1.47081
162; 7; 128; 11; 18.3147; 1.47599
163; 7; 128; 11; 18.3058; 1.48013
164; 7; 128; 11; 18.2969; 1.48024
165; 7; 128; 11; 18.2969; 1.48026
166; 7; 128; 11; 18.2969; 1.48026
167; 7; 128; 11; 18.2969; 1.48026
168; 7; 128; 11; 18.2969; 1.48026
169; 7; 128; 11; 18.2969; 1.48026
170; 7; 128; 11; 18.2969; 1.48309
171; 7; 128; 11; 18.2969; 1.48349
172; 7; 128; 11; 18.2879; 1.48308
173; 7; 128; 11; 18.2879; 1.48303
174; 7; 128; 11; 18.2879; 1.48302
175; 7; 128; 11; 18.2879; 1.48486
176; 7; 128; 11; 18.2366; 1.47921
177; 7; 128; 11; 18.2366; 1.48155
178; 7; 128; 11; 18.2277; 1.48143
179; 7; 128; 11; 18.2277; 1.48141
180; 7; 128; 11; 18.2277; 1.48232
181; 7; 128; 11; 18.2188; 1.482
182; 7; 128; 11; 18.2143; 1.48184
183; 7; 128; 11; 18.2143; 1.48182
184; 7; 128; 11; 18.2143; 1.48181
185; 7; 128; 11; 18.2143; 1.48181
186; 7; 128; 11; 18.2143; 1.48181
187; 7; 128; 11; 18.2143; 1.48181
188; 7; 128; 11; 18.2143; 1.48181
189; 7; 128; 11; 18.2143; 1.48181
190; 7; 128; 11; 18.2054; 1.48136
191; 7; 128; 11; 18.2054; 1.48037
192; 7; 128; 11; 18.2054; 1.48023
193; 7; 128; 11; 18.1964; 1.47975
194; 7; 128; 11; 18.1964; 1.47968
195; 7; 128; 11; 18.1964; 1.47967
196; 7; 128; 11; 18.1964; 1.47778
197; 7; 128; 11; 18.1719; 1.46876
198; 7; 128; 11; 18.1719; 1.46317
199; 7; 128; 11; 18.1629; 1.46189
200; 7; 128; 11; 18.1629; 1.46171
201; 7; 128; 11; 18.1629; 1.45876
202; 7; 128; 11; 18.154; 1.45784
203; 7; 128; 11; 18.1496; 1.45281
204; 7; 128; 11; 18.1496; 1.45209
205; 7; 128; 11; 18.1496; 1.45198
206; 7; 128; 11; 18.1496; 1.45197
207; 7; 128; 11; 18.1496; 1.45197
208; 7; 128; 11; 18.1451; 1.44648
209; 7; 128; 11; 18.1451; 1.4457
210; 7; 128; 11; 18.1451; 1.44149
211; 7; 128; 11; 18.1362; 1.44036
212; 7; 128; 11; 18.1362; 1.4402
213; 7; 128; 11; 18.1317; 1.44004
214; 7; 128; 11; 18.1317; 1.44002
215; 7; 128; 11; 18.1317; 1.44001
216; 7; 128; 11; 18.1317; 1.44001
217; 7; 128; 11; 18.1317; 1.44001
218; 7; 128; 11; 17.2913; 1.0405
219; 7; 128; 11; 17.2667; 0.988155
220; 7; 128; 11; 17.2667; 0.980677
221; 7; 128; 11; 17.2667; 0.979608
222; 7; 128; 11; 17.2667; 0.979456
223; 7; 128; 11; 17.2667; 0.979434
224; 7; 128; 11; 17.2667; 0.979431
225; 7; 128; 11; 17.2667; 0.97943
226; 7; 128; 11; 17.2667; 0.97943
227; 7; 128; 11; 17.2667; 0.973931
228; 7; 128; 11; 17.2578; 0.972572
229; 7; 128; 11; 17.2578; 0.972377
230; 7; 128; 11; 17.2578; 0.974954
231; 7; 128; 11; 17.2578; 0.96802
232; 7; 128; 11; 17.2489; 0.966382
233; 7; 128; 11; 17.2489; 0.966148
234; 7; 128; 11; 17.2489; 0.966114
235; 7; 128; 11; 17.2444; 0.965982
236; 7; 128; 11; 17.2444; 0.956042
237; 7; 128; 11; 17.2355; 0.953839
238; 7; 128; 11; 17.2355; 0.953524
239; 7; 128; 11; 17.2355; 0.953479
240; 7; 128; 11; 17.1953; 0.939234
241; 7; 128; 11; 17.1953; 0.937199
242; 7; 128; 11; 17.1953; 0.936908
243; 7; 128; 11; 17.1953; 0.936866
244; 7; 128; 11; 17.1953; 0.93686
245; 7; 128; 11; 17.1953; 0.936859
246; 7; 128; 11; 17.1953; 0.936859
247; 7; 128; 11; 17.1953; 0.936859
248; 7; 128; 11; 17.1953; 0.936859
249; 7; 128; 11; 17.1953; 0.936859
250; 7; 128; 11; 17.1953; 0.936859
251; 7; 128; 11; 17.1953; 0.936859
252; 7; 128; 11; 17.1953; 0.936859
253; 7; 128; 11; 17.1953; 0.936859
254; 7; 128; 11; 17.1953; 0.936859
255; 7; 128; 11; 17.1953; 0.936859
256; 7; 128; 11; 17.1953; 0.936859
257; 7; 128; 11; 17.1953; 0.936859
258; 7; 128; 11; 17.1953; 0.936859
259; 7; 128; 11; 17.1953; 0.936859
260; 7; 128; 11; 17.1953; 0.936859
261; 7; 128; 11; 17.1663; 0.929415
262; 7; 128; 11; 17.1663; 0.928352
263; 7; 128; 11; 17.1663; 0.9282
264; 7; 128; 11; 17.1663; 0.928178
265; 7; 128; 11; 17.1663; 0.928175
266; 7; 128; 11; 17.1663; 0.928174
267; 7; 128; 11; 17.1663; 0.928174
268; 7; 128; 11; 17.1663; 0.928174
269; 7; 128; 11; 17.1663; 0.928174
270; 7; 128; 11; 17.1663; 0.928174
271; 7; 128; 11; 17.1663; 0.928174
272; 7; 128; 11; 17.1663; 0.922033
273; 7; 128; 11; 17.1663; 0.921156
274; 7; 128; 11; 17.1663; 0.92103
275; 7; 128; 11; 17.1663; 0.921012
276; 7; 128; 11; 17.1663; 0.92101
277; 7; 128; 11; 17.1618; 0.92087
278; 7; 128; 11; 17.1618; 0.92085
279; 7; 128; 11; 17.1618; 0.920847
280; 7; 128; 11; 17.1618; 0.920847
281; 7; 128; 11; 17.1618; 0.920847
282; 7; 128; 11; 17.1484; 0.914861
283; 7; 128; 11; 17.1484; 0.914006
284; 7; 128; 11; 17.1484; 0.913884
285; 7; 128; 11; 17.1484; 0.913866
286; 7; 128; 11; 17.1484; 0.913864
287; 7; 128; 11; 17.1484; 0.913863
288; 7; 128; 11; 17.1484; 0.913863
289; 7; 128; 11; 17.1484; 0.913863
290; 7; 128; 11; 17.1484; 0.913863
291; 7; 128; 11; 17.1484; 0.913863
292; 7; 128; 11; 17.1484; 0.913863
293; 7; 128; 11; 17.1484; 0.913863
294; 7; 128; 11; 17.1484; 0.913863
295; 7; 128; 11; 17.1484; 0.913863
296; 7; 128; 11; 17.1484; 0.913863
297; 7; 128; 11; 17.1484; 0.913863
298; 7; 128; 11; 17.1484; 0.913863
299; 7; 128; 11; 17.1484; 0.913863
300; 7; 128; 11; 17.1484; 0.913863
301; 7; 128; 11; 17.1484; 0.913863
302; 7; 128; 11; 17.1484; 0.913863
303; 7; 128; 11; 16.7054; 0.699982
304; 7; 128; 11; 16.692; 0.669054
305; 7; 128; 11; 16.692; 0.664636
306; 7; 128; 11; 16.692; 0.664005
307; 7; 128; 11; 16.692; 0.663914
