iteration; levels; best; avg; dev
0; 1; 17; 0; 0
1; 2; 16; 17; 0
2; 2; 16; 16.25; 0.25
3; 3; 15; 17.1667; 1.43733
4; 3; 15; 16.1667; 1.42751
5; 4; 14; 16.1556; 1.34478
6; 5; 13; 15.375; 1.13182
7; 5; 13; 14.5786; 1.1312
8; 5; 13; 14.5667; 1.10237
9; 6; 12; 14.5651; 1.17835
10; 6; 12; 13.8847; 1.18529
11; 6; 12; 13.9024; 1.15887
12; 6; 12; 13.875; 1.15003
13; 6; 12; 13.8493; 1.13142
14; 6; 12; 13.8532; 1.10874
15; 6; 12; 13.8453; 1.0912
16; 6; 12; 13.8576; 1.08008
17; 7; 11; 13.7768; 1.08504
18; 7; 11; 13.1676; 1.13201
19; 7; 11; 13.1476; 1.13322
20; 7; 11; 13.1305; 1.13033
21; 7; 11; 13.1362; 1.12064
22; 7; 11; 13.1335; 1.11336
23; 7; 11; 13.1571; 1.11702
24; 7; 11; 13.1484; 1.11039
25; 7; 11; 13.1394; 1.11208
26; 7; 11; 13.0797; 1.1196
27; 7; 11; 13.0783; 1.1123
28; 7; 11; 13.0718; 1.10535
29; 7; 11; 13.0757; 1.09769
30; 7; 11; 13.0646; 1.09361
31; 7; 11; 13.0915; 1.13004
32; 7; 11; 13.0855; 1.12988
33; 7; 11; 13.0971; 1.13049
34; 7; 11; 13.0824; 1.1316
35; 8; 11; 13.0673; 1.12748
36; 8; 11; 12.755; 0.989324
37; 8; 11; 12.7574; 0.967112
38; 8; 11; 12.7561; 0.961192
39; 8; 11; 12.7488; 0.95984
40; 8; 11; 12.7447; 0.956341
41; 9; 11; 12.7444; 0.95413
42; 9; 11; 12.5419; 0.848445
43; 9; 11; 12.5309; 0.840687
44; 9; 11; 12.5361; 0.837902
45; 9; 11; 12.5362; 0.835999
46; 9; 11; 12.5312; 0.834912
47; 9; 11; 12.5241; 0.83695
48; 9; 11; 12.5265; 0.834229
49; 9; 11; 12.5287; 0.832329
50; 9; 11; 12.5243; 0.831155
51; 9; 11; 12.5177; 0.831018
52; 9; 11; 12.5177; 0.828976
53; 10; 11; 12.5094; 0.831343
54; 10; 11; 12.3643; 0.750201
55; 10; 11; 12.3664; 0.739807
56; 10; 11; 12.361; 0.738666
57; 10; 11; 12.3613; 0.735896
58; 10; 11; 12.3599; 0.733438
59; 10; 11; 12.3585; 0.731058
60; 10; 11; 12.3588; 0.728364
61; 10; 11; 12.3591; 0.725702
62; 10; 11; 12.356; 0.724199
63; 10; 11; 12.3547; 0.722114
64; 10; 11; 12.3488; 0.718044
65; 10; 11; 12.3428; 0.719602
66; 11; 11; 12.3403; 0.718971
67; 11; 11; 12.2175; 0.651862
68; 11; 11; 12.2166; 0.644103
69; 11; 11; 12.2144; 0.642695
70; 11; 11; 12.2149; 0.640775
71; 11; 11; 12.1997; 0.637561
72; 11; 11; 12.2002; 0.635552
